,Ejemplar,Repeticiones,Promedio Generaciones,Promedio,Mejor,Peor,Porcentaje de Exito,Tiempo
0,../data/temporada2023.txt,5,1839.4,2715138.2,2741542,2700226,0.0,2700.834930753708
